dbn,neighborhood,total_students,hs_enroll,non_hs,grades2018,PK,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Borough,finalgrades,program1,program2,program3,program4,program5,program6,program7,program8,program9,program10,language_classes,advancedplacement_courses,diplomaendorsements,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,specialized,admissionspriority11,admissionspriority21,Year,n_Female,pct_Female,n_Male,pct_Male,n_Asian,pct_Asian,n_Black,pct_Black,n_Hispanic,pct_Hispanic,n_Multiple_Race_Categories_Not_Represented,pct_Multiple_Race_Categories_Not_Represented,n_White,pct_White,n_Students_with_Disabilities,pct_Students_with_Disabilities,n_English_Language_Learners,pct_English_Language_Learners,n_Poverty,pct_Poverty,Economic_Need_Index,graduation_quartile
02M412,Chelsea-Union Sq,498,514,0,9 to 12,0,0,0,0,0,0,0,0,0,0,160,118,108,128,MANHATTAN,9 to 12,College Prep,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Spanish, AP U.S. Government and Politics, AP U.S. History","Math, Science",0.9398054474708172,0.9107392996108948,0.8041634241245136,0.8429182879377431,NA,Priority to District 2 students or residents,Then to Manhattan students or residents,2019-20,245,0.477,269,0.523,100,0.195,12,0.023,60,0.117,43,0.084,299,0.582,98,0.191,2,0.004,128,24.9%,26.8%,4
04M495,East Harlem South,406,380,0,9 to 12,0,0,0,0,0,0,0,0,0,0,99,94,95,92,MANHATTAN,9 to 12,Park East High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Spanish, AP U.S. History",NA,1.0256842105263158,1.0043157894736843,0.9829473684210527,0.7372105263157894,NA,Open to New York City residents,NA,2019-20,191,0.503,189,0.497,26,0.068,100,0.263,234,0.616,13,0.034,7,0.018,78,0.205,12,0.032,304,80.0%,77.3%,4
02M047,Gramercy,165,232,0,9 to 12,0,0,0,0,0,0,0,0,0,0,84,71,31,46,MANHATTAN,9 to 12,American Sign Language Studies Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,American Sign Language,"AP Biology, AP English Language and Composition, AP English Literature and Composition",NA,0.647198275862069,0.6116379310344828,0.39116379310344834,0.440948275862069,NA,"Priority to ""47"" American Sign Language & English Lower School students",Then to New York City residents who know or are interested in learning American Sign Language,2019-20,165,0.711,67,0.289,6,0.026,58,0.25,155,0.668,5,0.022,8,0.034,59,0.254,11,0.047,190,81.9%,81.1%,1
07X600,Melrose S.-Mott Haven N.,463,435,0,9 to 12,0,0,0,0,0,0,0,0,0,0,143,87,110,95,BRONX,9 to 12,NATEF Automotive Technology,Bilingual Spanish NATEF Automotive Technology,Graphic Arts,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Statistics",CTE,0.8514942528735633,0.8940689655172412,0.8514942528735633,0.393816091954023,NA,Open to New York City residents,NA,2019-20,54,0.124,381,0.876,3,0.007,107,0.246,315,0.724,5,0.011,5,0.011,116,0.267,73,0.168,395,90.8%,89.8%,3
14K449,East Williamsburg,678,785,0,9 to 12,0,0,0,0,0,0,0,0,0,0,232,235,165,153,BROOKLYN,9 to 12,Brooklyn Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greek, Latin, Spanish",NA,"Math, Science",0.8550573248407644,0.803235668789809,0.6736815286624204,0.734140127388535,1,Open to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),NA,2019-20,363,0.462,422,0.538,424,0.54,98,0.125,88,0.112,66,0.084,109,0.139,23,0.029,1,0.001,456,58.1%,56.4%,3
09X404,Morrisania-Melrose,375,249,0,9 to 12,0,0,0,0,0,0,0,0,0,0,60,62,70,57,BRONX,9 to 12,School for Excellence,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,AP U.S. History,NA,0.8734939759036143,0.9939759036144579,0.8885542168674698,0.5271084337349398,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,120,0.482,129,0.518,2,0.008,77,0.309,162,0.651,2,0.008,6,0.024,65,0.261,66,0.265,229,92.0%,Above 95%,3
06M540,Manhattanville,1375,1409,0,9 to 12,0,0,0,0,0,0,0,0,0,0,553,360,275,221,MANHATTAN,9 to 12,Academic Professions,The Academy of the Humanities,The Academy of Engineering,The Academy of Medicine,Dual Language Spanish Program,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History","Math, Science",0.7123846699787083,0.8197303051809794,0.9368346344925479,0.5172107877927609,NA,Open to New York City residents,NA,2019-20,721,0.512,688,0.488,61,0.043,411,0.292,890,0.632,21,0.015,26,0.018,243,0.172,185,0.131,1219,86.5%,86.7%,1
26Q495,Bayside-Bayside Hills,3024,2865,0,9 to 12,0,0,0,0,0,0,0,0,0,0,1091,726,563,485,QUEENS,9 to 12,Digital Art & Design,Music: Performance & Production,Environmental Engineering & Technology,Humanities & Non-Profit Management,Computer Programming & Web Design,Sports Medicine & Management,Zoned,NA,NA,NA,"French, Japanese, Korean, Latin, Mandarin, Spanish","AP Art History, AP French, AP Human Geography, AP Psychology, AP Studio Art: 2-D Design, AP World History",CTE,1.0238324607329843,0.9816125654450263,0.9288376963350785,0.8866178010471204,NA,NA,NA,2019-20,1385,0.483,1480,0.517,1143,0.399,386,0.135,709,0.247,124,0.043,503,0.176,469,0.164,204,0.071,2085,72.8%,55.5%,4
02M425,Lower Manhattan,523,361,0,9 to 12,0,0,0,0,0,0,0,0,0,0,79,89,93,100,MANHATTAN,9 to 12,Leadership and Public Service,Business and Entrepreneurship,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Art History, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Spanish, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,1.0141274238227145,1.2024653739612188,0.8257894736842104,0.6374515235457063,NA,Open to New York City residents,NA,2019-20,203,0.562,158,0.438,28,0.078,92,0.255,217,0.601,9,0.025,15,0.042,79,0.219,14,0.039,304,84.2%,84.4%,4
10X565,Belmont,410,382,0,9 to 12,0,0,0,0,0,0,0,0,0,0,120,106,83,73,BRONX,9 to 12,Electrical Installation and Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition",NA,0.6761780104712042,0.8908376963350786,0.5473821989528795,0.5151832460732984,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,95,0.249,287,0.751,20,0.052,80,0.209,270,0.707,4,0.01,8,0.021,104,0.272,47,0.123,327,85.6%,90.9%,1
11X249,Co-op City,315,287,0,9 to 12,0,0,0,0,0,0,0,0,0,0,102,72,58,55,BRONX,9 to 12,Bronx Health Sciences High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Literature and Composition",NA,1.0207317073170732,1.0207317073170732,0.2853658536585366,0.9548780487804879,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,167,0.582,120,0.418,24,0.084,156,0.544,89,0.31,8,0.028,10,0.035,31,0.108,11,0.038,228,79.4%,70.5%,4
21K468,Gravesend,657,403,301,6 to 12,0,0,0,0,0,0,0,111,104,86,112,109,92,90,BROOKLYN,6 to 12,Kingsborough Early College,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Environmental Science, AP U.S. History",NA,0.9145738636363636,0.8492471590909091,0.6719318181818181,0.8305823863636363,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,336,0.477,368,0.523,53,0.075,180,0.256,235,0.334,21,0.03,215,0.305,127,0.18,16,0.023,492,69.9%,68.8%,3
02M135,Chinatown,281,256,0,9 to 12,0,0,0,0,0,0,0,0,0,0,76,72,53,55,MANHATTAN,9 to 12,The Urban Assembly School for Emergency Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,"AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP U.S. History",NA,0.812265625,0.9110546875,0.7354296875,NA,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,133,0.52,123,0.48,12,0.047,75,0.293,158,0.617,4,0.016,7,0.027,55,0.215,11,0.043,204,79.7%,80.2%,2
32K403,Bushwick,272,289,0,9 to 12,0,0,0,0,0,0,0,0,0,0,109,66,61,53,BROOKLYN,9 to 12,Academy for Environmental Leadership,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Studio Art: Drawing, AP U.S. Government and Politics, AP U.S. History","Math, Science",0.6588235294117646,0.7529411764705883,0.5364705882352941,0.41411764705882353,NA,Open to New York City residents,NA,2019-20,134,0.464,155,0.536,6,0.021,38,0.131,237,0.82,1,0.003,7,0.024,48,0.166,149,0.516,267,92.4%,93.5%,1
02M420,Gramercy,1819,1822,0,9 to 12,0,0,0,0,0,0,0,0,0,0,461,504,450,407,MANHATTAN,9 to 12,Science & Research M70A,Medical Assisting and Lab,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Art History, AP Biology, AP Calculus AB, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. Government and Politics, AP U.S. History, AP World History","Math, Science",0.9384522502744237,0.9184851811196487,0.8785510428100988,0.7188144895718991,NA,Open to New York City residents,NA,2019-20,1312,0.72,510,0.28,418,0.229,268,0.147,947,0.52,35,0.019,154,0.085,248,0.136,79,0.043,1399,76.8%,76.2%,4
16K765,Bedford-Stuyvesant,273,231,0,9 to 12,0,0,0,0,0,0,0,0,0,0,59,63,63,46,BROOKLYN,9 to 12,Nelson Mandela School for Social Justice,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Literature and Composition, AP U.S. Government and Politics",NA,NA,0.9218181818181818,0.709090909090909,NA,NA,Open to New York City residents,NA,2019-20,96,0.416,135,0.584,2,0.009,187,0.81,30,0.13,10,0.043,2,0.009,75,0.325,5,0.022,180,77.9%,85.1%,NA
25Q670,Kew Gardens Hills,756,675,0,9 to 12,0,0,0,0,0,0,0,0,0,0,207,154,147,167,QUEENS,9 to 12,College Head-Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Calculus AB, AP English Language and Composition, AP Spanish, AP Studio Art: 2-D Design, AP Studio Art: Drawing",NA,0.9072,1.008,0.8287999999999999,0.7504000000000001,NA,NA,NA,2019-20,300,0.444,375,0.556,228,0.338,80,0.119,261,0.387,14,0.021,92,0.136,120,0.178,55,0.081,540,80.0%,72.9%,3
19K507,East New York,450,379,0,9 to 12,0,0,0,0,0,0,0,0,0,0,97,101,107,74,BROOKLYN,9 to 12,Dance,Music,Technology,Drama/Theater Arts,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP Chemistry, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History",NA,0.6411609498680739,1.0211081794195251,1.0567282321899736,0.4868073878627968,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,230,0.607,149,0.393,6,0.016,227,0.599,136,0.359,5,0.013,5,0.013,88,0.232,66,0.174,333,87.9%,87.7%,1
09X505,E. Concourse-Concourse Village,771,466,274,6 to 12,0,0,0,0,0,0,0,93,93,88,133,124,96,113,BRONX,6 to 12,"Bronx School for Law, Government and Justice for New Students","Bronx School for Law, Government and Justice for Current Students",NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History",NA,0.8856081081081082,0.9481216216216216,0.8439324324324324,0.7397432432432433,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,426,0.576,314,0.424,8,0.011,159,0.215,559,0.755,7,0.009,7,0.009,170,0.23,74,0.1,644,87.0%,88.0%,3
31R600,New Brighton-St. George,792,830,0,9 to 12,0,0,0,0,0,0,0,0,0,0,285,205,168,172,STATEN IS,9 to 12,Electrical Engineering and Installation Program,Software Engineering,Virtual Enterprise,Graphic Design,Architectural Drafting,Automotive Technology,Carpentry,NA,NA,NA,Spanish,"AP Computer Science, AP English Language and Composition, AP U.S. History",CTE,0.7347469879518073,0.8301686746987952,0.7347469879518073,0.2862650602409639,NA,Open to New York City residents,NA,2019-20,180,0.217,650,0.783,43,0.052,223,0.269,397,0.478,13,0.016,154,0.186,278,0.335,57,0.069,612,73.7%,74.8%,2
09X365,University Heights-Morris Heights,323,331,0,9 to 12,0,0,0,0,0,0,0,0,0,0,100,94,76,61,BRONX,9 to 12,National Academy Foundation Media Communications,National Academy Foundation Institute for Computer Technology,National Academy Foundation Computer Networking,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Environmental Science, AP Spanish, AP U.S. Government and Politics",NA,0.9367975830815709,0.8684894259818732,0.8099395770392749,0.7221148036253777,NA,NA,NA,2019-20,149,0.45,182,0.55,0,0,0,0,331,1,0,0,0,0,16,0.048,223,0.674,Above 95%,Above 95%,Above 95%,4
13K265,Fort Greene,370,210,91,6 to 12,0,0,0,0,0,0,0,34,25,32,55,57,45,53,BROOKLYN,6 to 12,Visual Arts,Vocal Music,Dance,Drama,Instrumental Music,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History",Arts,0.848172757475083,0.93421926910299,0.9710963455149502,0.553156146179402,NA,Priority to continuing 8th graders,Then to District 13 students or residents,2019-20,171,0.568,130,0.432,5,0.017,214,0.711,70,0.233,8,0.027,4,0.013,90,0.299,9,0.03,256,85.0%,88.7%,3
01M448,Lower East Side,465,492,0,9 to 12,0,0,0,0,0,0,0,0,0,0,130,122,123,117,MANHATTAN,9 to 12,CTE Hospitality and Tourism,Bilingual Mandarin,University Neighborhood Early College,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Computer Science, AP Spanish, AP Studio Art: 2-D Design, AP U.S. History",NA,0.850609756097561,0.8789634146341464,0.6899390243902439,0.6615853658536586,NA,Open to New York City residents,NA,2019-20,233,0.474,259,0.526,187,0.38,81,0.165,198,0.402,4,0.008,22,0.045,80,0.163,69,0.14,431,87.6%,84.5%,3
18K633,Canarsie,424,454,0,9 to 12,0,0,0,0,0,0,0,0,0,0,123,127,109,95,BROOKLYN,9 to 12,High School for Medical Professions,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Statistics, AP World History",NA,0.8685462555066079,0.8498678414096917,0.5416740088105727,0.6444052863436124,NA,Open to New York City residents,NA,2019-20,299,0.659,155,0.341,9,0.02,369,0.813,54,0.119,10,0.022,12,0.026,66,0.145,24,0.053,386,85.0%,75.7%,3
19K615,East New York,713,715,0,9 to 12,0,0,0,0,0,0,0,0,0,0,277,185,110,143,BROOKLYN,9 to 12,Computer Forensic Science and Technology,Transit Industrial Electronics,Transit Industrial Electrician,Transit Technician Technology,Computer Networking,Computer Engineering,Information Technology,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Statistics, AP U.S. History",CTE,0.7279580419580419,0.8376503496503496,0.7778181818181819,0.44874125874125875,NA,Open to New York City residents,NA,2019-20,104,0.145,611,0.855,48,0.067,424,0.593,200,0.28,29,0.041,14,0.02,192,0.269,47,0.066,569,79.6%,80.4%,1
20K445,Bensonhurst West,3563,3480,0,9 to 12,0,0,0,0,0,0,0,0,0,0,1142,905,702,731,BROOKLYN,9 to 12,Medical Professions & Health Careers,Academy of Legal Studies,Academy of Hospitality & Tourism,Academy of Art & Design,Honors Academy,Academy of Business and Technology,Zoned,NA,NA,NA,"Italian, Mandarin, Spanish","AP Calculus AB, AP Calculus BC, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Italian, AP Macroeconomics, AP Microeconomics, AP Physics, AP Psychology, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History","Arts, Math, Science",0.819080459770115,0.8907499999999999,0.7064568965517241,0.6040718390804598,NA,Open to New York City residents,NA,2019-20,1514,0.435,1966,0.565,1406,0.404,94,0.027,1121,0.322,29,0.008,830,0.239,556,0.16,667,0.192,2820,81.0%,81.6%,2
07X427,West Concourse,330,310,0,9 to 12,0,0,0,0,0,0,0,0,0,0,113,98,57,42,BRONX,9 to 12,Social Action,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,NA,0.585483870967742,0.8409677419354838,0.9793548387096775,0.5641935483870968,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,151,0.487,159,0.513,0,0,79,0.255,223,0.719,5,0.016,3,0.01,83,0.268,72,0.232,287,92.6%,93.4%,1
24Q236,Elmhurst,307,291,0,9 to 12,0,0,0,0,0,0,0,0,0,0,98,69,68,56,QUEENS,9 to 12,International High School for Health Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6435395189003436,0.928384879725086,0.9811340206185567,NA,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,151,0.519,140,0.481,69,0.237,11,0.038,196,0.674,2,0.007,13,0.045,10,0.034,226,0.777,265,91.1%,Above 95%,1
27Q260,Far Rockaway-Bayswater,349,321,0,9 to 12,0,0,0,0,0,0,0,0,0,0,105,99,50,67,QUEENS,9 to 12,Frederick Douglass Academy VI High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.51099688473520255,0.9023987538940809,0.5653582554517135,0.36965732087227415,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,142,0.442,179,0.558,3,0.009,148,0.461,163,0.508,5,0.016,2,0.006,77,0.24,103,0.321,255,79.4%,91.1%,1
11X514,Williamsbridge-Olinville,405,354,0,9 to 12,0,0,0,0,0,0,0,0,0,0,105,106,67,76,BRONX,9 to 12,The Bronxwood Preparatory Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP U.S. History",NA,0.7322033898305085,1.0411016949152543,0.5720338983050848,0.44618644067796615,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,202,0.571,152,0.429,14,0.04,207,0.585,107,0.302,16,0.045,10,0.028,88,0.249,21,0.059,269,76.0%,79.4%,2
09X227,E. Concourse-Concourse Village,396,350,0,9 to 12,0,0,0,0,0,0,0,0,0,0,103,86,81,80,BRONX,9 to 12,Bronx Collegiate Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American Sign Language, French, Spanish","AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History",NA,0.7580571428571429,0.9617142857142856,0.9277714285714285,0.3733714285714286,NA,Open to New York City residents,NA,2019-20,181,0.517,169,0.483,13,0.037,89,0.254,242,0.691,3,0.009,3,0.009,88,0.251,53,0.151,303,86.6%,92.8%,2
02M282,Chinatown,386,435,0,9 to 12,0,0,0,0,0,0,0,0,0,0,139,111,102,83,MANHATTAN,9 to 12,Urban Assembly Maker Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American Sign Language, Spanish","AP English Language and Composition, AP Environmental Science, AP U.S. History",NA,NA,0.7897471264367817,0.7098850574712644,NA,NA,Open to New York City residents,NA,2019-20,142,0.326,293,0.674,43,0.099,127,0.292,204,0.469,17,0.039,44,0.101,92,0.211,22,0.051,324,74.5%,72.1%,NA
03M415,Central Harlem South,278,226,87,6 to 12,0,0,0,0,0,0,0,31,22,34,81,55,48,42,MANHATTAN,6 to 12,Theater Arts,Dance,Visual Arts,Instrumental Music,Vocal Music,Wadleigh Honors Academy for New Students,Wadleigh Honors Academy for Current Students,NA,NA,NA,Spanish,"AP English Language and Composition, AP Spanish, AP U.S. History",NA,0.6661341853035144,0.7194249201277956,0.6572523961661342,0.35527156549520766,NA,"Priority to Districts 3, 5, and 6 students or residents",Then to New York City residents,2019-20,207,0.661,106,0.339,3,0.01,141,0.45,150,0.479,14,0.045,5,0.016,71,0.227,13,0.042,264,84.3%,88.6%,1
10X477,Spuyten Duyvil-Kingsbridge,437,442,0,9 to 12,0,0,0,0,0,0,0,0,0,0,112,111,121,98,BRONX,9 to 12,International Studies,International Academy,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Italian, Japanese, Spanish","AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP European History, AP Spanish, AP U.S. History",NA,0.8898190045248869,0.9194796380090499,0.8997058823529412,0.8107239819004525,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,247,0.559,195,0.441,62,0.14,58,0.131,289,0.654,12,0.027,21,0.048,69,0.156,124,0.281,389,88.0%,86.2%,3
29Q243,Cambria Heights,420,449,0,9 to 12,0,0,0,0,0,0,0,0,0,0,140,106,100,103,QUEENS,9 to 12,Institute for Health Professions at Cambria Heights,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,NA,NA,0.8325167037861916,0.8325167037861916,0.7296213808463252,NA,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,296,0.659,153,0.341,37,0.082,314,0.699,73,0.163,18,0.04,7,0.016,48,0.107,46,0.102,352,78.4%,68.9%,2
25Q281,Flushing,649,365,301,6 to 12,0,0,0,0,0,0,0,101,106,94,98,87,83,97,QUEENS,6 to 12,East-West School of International Studies for New Students,East-West School of International Studies for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese, Korean, Mandarin, Spanish","AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology",NA,0.9062612612612614,0.8867717717717718,0.7600900900900901,0.8477927927927927,NA,Open to New York City residents,NA,2019-20,309,0.464,357,0.536,471,0.707,38,0.057,112,0.168,12,0.018,33,0.05,92,0.138,44,0.066,523,78.5%,67.4%,3
06M467,Washington Heights N.,544,445,0,9 to 12,0,0,0,0,0,0,0,0,0,0,101,136,120,88,MANHATTAN,9 to 12,Law and Public Service,Dual Language Spanish,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Comparative Government and Politics, AP English Language and Composition, AP English Literature and Composition, AP Psychology, AP Spanish, AP U.S. History, AP World History",NA,0.8924044943820225,1.0757752808988765,1.0146516853932583,0.513438202247191,NA,Priority to District 6 students or residents,Then to Manhattan students or residents,2019-20,229,0.515,216,0.485,4,0.009,71,0.16,359,0.807,3,0.007,8,0.018,116,0.261,160,0.36,394,88.5%,92.3%,3
